Index,CUSIP,ISIN,OAPermID,RIC,SEDOL,LipperID,Ticker
QLIS.PK,74754Q105,US74754Q1058,4298008756,QLIS.PK,BDT8Q85,,QLIS
REACD.PK,74945M203,US74945M2035,5035253627,REAC.PK,BGMHMP9,,REAC
AZIL.PK,05478B107,US05478B1070,4298024351,AZIL.PK,BF0T090,,AZIL
NTFY.PK,669956401,US6699564018,4295914389,NTFY.PK,B5N1TT6,,NTFY
AOBI.PK,28731503,US0287315032,4295864910,AOBI.PK,BLD3723,,AOBI
LWLW.PK,543356109,US5433561090,4298052513,LWLW.PK,BD36425,,LWLW
ASIN.PK,00215R101,US00215R1014,4298009332,ASIN.PK,BGBVHH9,,ASIN
TWER.PK,892000308,US8920003089,4295899229,TWER.PK,BF4KQ91,,TWER
WMTN.PK,96111A200,US96111A2006,4297936465,WMTN.PK,BFMC7Z2,,WMTN
STSC.PK,85571H201,US85571H2013,4297271517,STSC.PK,BH42K88,,STSC
GBGD.PK,37933T308,US37933T3086,4295913558,GBGD.PK,BFYV9Z1,,GBGD
BPCP.PK,09141T206,US09141T2069,4295912676,BPCP.PK,B0J6QN3,,BPCP
OPGX.PK,683886303,US6838863032,4295902589,OPGX.PK,B8SDYN7,,OPGX
RGGI.PK,761127109,US7611271096,4295915693,RGGI.PK,BD91DS3,,RGGI
AIKO.PK,02155W207,US02155W2070,4297868490,AIKO.PK,BDRJM48,,AIKO
LMSC.PK,53803W206,US53803W2061,4295907271,LMSC.PK,BYZLMW1,,LMSC
DIGM.PK,212343206,US2123432062,4295912974,DIGM.PK,2061674,,DIGM
CHMP.PK,158520205,US1585202054,4295905920,CHMP.PK,BD89XG6,,CHMP
CKFC.PK,182236307,US1822363073,4295912882,CKFC.PK,BBCTWV6,,CKFC
VICP.PK,92560A106,US92560A1060,4296466381,VICP.PK,BYWSR08,,VICP
TMED.PK,896259306,US8962593062,4295908192,TMED.PK,BYX5SW7,,TMED
HCBN.PK,404131104,US4041311048,4296480780,HCBN.PK,2790020,,HCBN
VRTB.PK,92549X409,US92549X4097,4295910017,VRTB.PK,BD4H7H3,,VRTB
UFMG.PK,913708103,US9137081033,4295915277,UFMG.PK,2570512,,UFMG
TVNB.PK,900016106,US9000161060,4295955614,TVNB.PK,2496221,,TVNB
FPCO.PK,341072106,US3410721068,4296363372,FPCO.PK,B030BV4,,FPCO
CPFH.PK,140144205,US1401442058,4295914285,CPFH.PK,BD00GK2,,CPFH
SBHO.PK,860010107,US8600101070,5000009534,SBHO.PK,B032637,,SBHO
WDBG.PK,978887206,US9788872060,4295902576,WDBG.PK,BJCZ6S5,,WDBG
AIRO.PK,00950H300,US00950H3003,4295903050,AIRO.PK,2612469,,AIRO
GPGC.PK,3.7956E+208,US37956E2046,4296491238,GPGC.PK,BF4JV93,,GPGC
LKST.PK,54344C105,US54344C1053,5045895532,LKST.PK,BF048H9,,LKST
CUEN.PK,229794102,US2297941021,4298010034,CUEN.PK,BG0SZV1,,CUEN
VPGI.PK,92257E304,US92257E3045,4298010066,VPGI.PK,B00PS44,,VPGI
CFIC.PK,21925G201,US21925G2012,4296101108,CFIC.PK,BYTPKS1,,CFIC
TENX.OQ,88032L209,US88032L2097,4295902940,TENX.OQ,BDRTJV4,,TENX
WNMLA.PK,974259103,US9742591038,4295915607,WNMLA.PK,2152965,,WNMLA
RHE.A,75903M309,US75903M3097,5053943177,RHE.A,BG861L9,,RHE
VRTA.PK,925490203,US9254902037,4295912079,VRTA.PK,BTDFTQ3,,VRTA
HKNI.PK,40420K707,US40420K7072,4295904131,HKNI.PK,B927Y98,,HKNI
GLYE.PK,38000P203,US38000P2039,5036783662,GLYE.PK,BDDVTF8,,GLYE
FSBS.PK,33646D102,US33646D1028,5035304404,FSBS.PK^D19,,,
SECI.PK,81371J307,US81371J3077,4298008879,SECI.PK,B7CLVL7,,SECI
RDGA.PK,765816103,US7658161036,4295912661,RDGA.PK,2439635,,RDGA
CAEN.PK,130199102,US1301991022,4296356033,CAEN.PK,B02W382,,CAEN
ABHD.PK,00400H207,US00400H2076,4297781746,ABHD.PK^C19,,,
SKASD.PK,79380Q205,US79380Q2057,4295912057,SKAS.PK,BGMHPV6,,SKAS
SZBI.PK,844271106,US8442711060,4295904948,SZBI.PK,2827467,,SZBI
CUBG.PK,125013102,US1250131026,4297822771,CUBG.PK,BGC17R8,,CUBG
EBODF.PK,,KYG645181069,4295864317,EBODF.PK,BYT83L4,,EBODF
ITNM.PK,46004U300,US46004U3005,4295902095,ITNM.PK,BCT5QN4,,ITNM
UUU.A,913821302,US9138213023,4295915267,UUU.A,2202291,,UUU
TRAC.PK,891918120,US8919181201,4295908161,TRAC.PK,B06CWZ8,,TRAC
TOAK.PK,89464P106,US89464P1066,4295913861,TOAK.PK,B04G7N5,,TOAK
LSTGD.PK,542281209,US5422812090,5000267697,LSTG.PK,BGMHPT4,,LSTG
BONL.PK,97770200,US0977702002,4296470982,BONL.PK,2109303,,BONL
SCDA.PK,05575Y208,US05575Y2081,4297373045,SCDA.PK,BYN5C25,,SCDA
LMFA.OQ,502074305,US5020743051,5046289380,LMFA.OQ,BGSGXT1,,LMFA
RASF.PK,749227864,US7492278640,4295904823,RASF.PK,BF4Q376,,RASF
HMTC.PK,436866107,US4368661074,4295913699,HMTC.PK,2434083,,HMTC
NRLB.PK,664826104,US6648261047,4298010021,NRLB.PK,2547259,,NRLB
TUXS.PK,901144105,US9011441055,4296421060,TUXS.PK,2616546,,TUXS
FCPB.PK,31941G101,US31941G1013,4296462448,FCPB.PK,B032VY3,,FCPB
GBR.A,643611106,US6436111065,4295913044,GBR.A,2824822,,GBR
DFHL.PK,25774M201,US25774M2017,4297691032,DFHL.PK,BYWFFK5,,DFHL
DEWY.PK,252063102,US2520631027,4295913158,DEWY.PK,2267847,,DEWY
WELX.PK,97424Q106,US97424Q1067,4295912326,WELX.PK,BDZW8M9,,WELX
PGAS.PK,71650A309,US71650A3095,5000738637,PGAS.PK,BYWLCT1,,PGAS
TNRK.PK,872595202,US8725952027,4295915176,TNRK.PK,2493330,,TNRK
ORPN.OQ,,IL0011319527,5040438566,,BP96PT7,,ENLV
SODI.PK,834256208,US8342562084,4295911460,SODI.PK,2820604,,SODI
EDHD.PK,279307201,US2793072016,4296101137,EDHD.PK,2690119,,EDHD
JANL.PK,47077R109,US47077R1095,4295902051,JANL.PK,BWXTWF6,,JANL
CHFS.OQ,12542Q706,US12542Q7060,4297238706,CHFS.OQ,BJ2DJ68,,CHFS
MARPS.OQ,568423107,US5684231070,4295908996,MARPS.OQ,2565239,,MARPS
JUHL.PK,48132B204,US48132B2043,4297730185,JUHL.PK,BYQGCV4,,JUHL
TCCO.OQ,878409101,US8784091014,4295908111,TCCO.OQ,2880954,,TCCO
MFBP.PK,552507105,US5525071057,4295899933,MFBP.PK,2489953,,MFBP
FTDL.PK,33766M106,US33766M1062,4295901081,FTDL.PK,2081263,,FTDL
YVR.OQ,53634Q204,CA53634Q2045,4295861896,YVR.OQ,BGSDJF0,,YVR
ELTK.OQ,,IL0010828411,4295875237,ELTK.OQ,2530260,,ELTK
WORX.OQ,78396V109,US78396V1098,5051772832,WORX.OQ,BHX5903,,WORX
ANY.OQ,84841L308,CA84841L3083,5064705141,ANY.OQ,BGYBZ38,,ANY
PWBO.PK,69506W202,US69506W2026,4296078250,PWBO.PK,BYMD6S4,,PWBO
TLSS.PK,89388L108,US89388L1089,5000269696,TLSS.PK,BYVQZH6,,TLSS
ESWW.PK,29408K201,US29408K2015,4295901988,ESWW.PK,BB2D0F8,,ESWW
PAYD.PK,69561N402,US69561N4025,4295914850,PAYD.PK,BD85Y05,,PAYD
PHBI.PK,71716C109,US71716C1099,4298013750,PHBI.PK,BG8BN07,,PHBI
NXNN.PK,65342G203,US65342G2030,5056416091,NXNN.PK,BD5KSV2,,NXNN
FHRT.PK,320488109,US3204881094,4295913442,FHRT.PK,2339780,,FHRT
BPTH.OQ,09057N300,US09057N3008,4298010079,BPTH.OQ,BJ2L058,,BPTH
TLDN.PK,8.7961E+107,US87961E1038,5063303578,TLDN.PK,BFXZ0D9,,TLDN
SCON.OQ,867931602,US8679316021,4295908048,SCON.OQ,BYWPZX8,,SCON
ZCOM.PK,45320V109,US45320V1098,4295913758,ZCOM.PK,2890588,,ZCOM
ABBB.PK,50254101,US0502541016,4298054799,ABBB.PK,B3CQ448,,ABBB
WXMN.PK,944124502,US9441245027,4295908452,WXMN.PK,B01NDX1,,WXMN
RDVA.PK,750610107,US7506101077,4295914674,RDVA.PK,2720317,,RDVA
CMXX.PK,17185E308,US17185E3080,4295912861,CMXX.PK,BYYCFH1,,CMXX
MTSL.OQ,,IL0010826191,4295875211,MTSL.OQ,2230430,,MTSL
VIDE.PK,926555103,US9265551039,4295908320,VIDE.PK,2929095,,VIDE
KGHI.PK,483059101,US4830591016,4295913986,KGHI.PK,2753045,,KGHI
INPX.OQ,45790J503,US45790J5039,4296182513,INPX.OQ,BFM87Y9,,INPX
KYZN.PK,501596100,US5015961007,4295914011,KYZN.PK,2498216,,KYZN
CTNR.PK,15459P108,US15459P1084,4295912811,CTNR.PK,B018ZW9,,CTNR
SOFO.PK,83545R207,US83545R2076,4295907953,SOFO.PK,2239448,,SOFO
CLWT.OQ,,VGG320301275,5000045920,CLWT.OQ,B4NBCN4,,CLWT
XSPA.OQ,98420U604,US98420U6047,4297803592,XSPA.OQ,BJ207C1,,XSPA
PBIO.PK,7.4112E+212,US74112E2081,4295905757,PBIO.PK,BF34649,,PBIO
SBOT.OQ,85855A302,CA85855A3029,4298035847,SBOT.OQ,BF5DVW7,,SBOT
PVNC.PK,741375307,US7413753077,4296405163,PVNC.PK,BZ0WHY3,,PVNC
OPHC.OQ,68401P403,US68401P4037,4295900069,OPHC.OQ,BYQ02L6,,OPHC
SCND.PK,808757108,US8087571084,4295914880,SCND.PK,2779654,,SCND
OHRP.OQ,67778H309,US67778H3093,4295905287,OHRP.OQ,BG0B0W6,,OHRP
FFHL.OQ,,KYG3704F1101,4295865094,FFHL.OQ,BDFL859,,FFHL
IGOI.PK,449593300,US4495933008,4295915924,IGOI.PK,BP8VN22,,IGOI
SPCO.PK,858603103,US8586031036,4295904980,SPCO.PK,2844961,,SPCO
ELCO.PK,284434206,US2844342061,4295906259,ELCO.PK,B815PQ0,,ELCO
IPDN.OQ,74312Y202,US74312Y2028,5038792125,IPDN.OQ,BDBBW51,,IPDN
WINR.PK,82887P100,US82887P1003,5056602885,WINR.PK,BHTDC46,,WINR
AHPI.OQ,19222207,US0192222075,4295905476,AHPI.OQ,BYVMVW1,,AHPI
BKFG.PK,05548G201,US05548G2012,4295901111,BKFG.PK,BDHF4J5,,BKFG
CCFH.PK,12487X203,US12487X2036,4295912791,CCFH.PK,BFZ2R15,,CCFH
BURG.OQ,15930P800,US15930P8005,4295902272,BURG.OQ,BF0LLY8,,BURG
MRCR.PK,617707104,US6177071049,4296414780,MRCR.PK,2701549,,MRCR
SRNN.PK,842233108,US8422331087,4295904947,SRNN.PK,2824598,,SRNN
CREX.OQ,22530J200,US22530J2006,4295899276,CREX.OQ,BF5J5P6,,CREX
BVSN.OQ,111412706,US1114127061,4295905773,BVSN.OQ,2971621,,BVSN
HXBM.PK,423287507,US4232875074,4295913669,HXBM.PK,B9GRTQ6,,HXBM
RCG.A,759720105,US7597201059,4295901345,RCG.A,B73P4R5,40033326,RCG
IVHI.PK,46124F209,US46124F2092,4295901739,IVHI.PK,BHJWNS4,,IVHI
RELV.OQ,75952R209,US75952R2094,4295907758,RELV.OQ,BDB5FD2,,RELV
CCCL.OQ,,VGG2113X1345,5000446783,CCCL.OQ,BD3WFT7,,CCCL
NURO.OQ,641255708,US6412557083,4295899921,NURO.OQ,BD0QFF8,,NURO
MAMP.PK,58404M101,US58404M1018,4295915747,MAMP.PK,BD5G456,,MAMP
FVPI.PK,302677208,US3026772083,5039187847,FVPI.PK,BDHLGD1,,FVPI
GLG.OQ,16955B106,US16955B1061,5040042275,GLG.OQ,BFY28G8,,GLG
ATOS.OQ,04962H506,US04962H5063,5000707569,ATOS.OQ,BFXZQW0,,ATOS
BXLC.PK,88577101,US0885771016,4296421040,BXLC.PK,2016674,,BXLC
AVOA.PK,53843207,US0538432073,4295912602,AVOA.PK,B054JR6,,AVOA
KBSF.OQ,,MHY460022038,5037367021,KBSF.OQ,BDFLJR8,,KBSF
CREG.OQ,168913200,US1689132009,4295902281,CREG.OQ,BYYLS35,,CREG
SPRS.PK,868908104,US8689081045,5000050606,SPRS.PK,2414331,,SPRS
MXC.A,592770101,US5927701012,4295914193,MXC.A,2435428,,MXC
OART.PK,677143109,US6771431094,4295904651,OART.PK,2657523,,OART
MICR.A,59511X105,US59511X1054,4295903466,MICR.A,BF1T668,,MICR
FNFI.PK,33582N106,US33582N1063,4295913460,FNFI.PK,2420349,,FNFI
PULM.OQ,74584P202,US74584P2020,5040041411,PULM.OQ,BJHTCB7,,PULM
CHCI.OQ,205684202,US2056842022,4295899544,CHCI.OQ,BYMLKZ3,,CHCI
MCPH.PK,59748B108,US59748B1089,4295914211,MCPH.PK,B019F33,,MCPH
ARTW.OQ,43168103,US0431681032,4295905611,ARTW.OQ,2051459,,ARTW
PLYR.PK,731787206,US7317872064,4296381274,PLYR.PK,2693323,,PLYR
TMRR.PK,87975L101,US87975L1017,5052138374,TMRR.PK,BG0TBX8,,TMRR
HLWD.PK,20410205,US0204102059,4298009244,HLWD.PK,BDR5NH6,,HLWD
BWTL.PK,10259P101,US10259P1012,4295900359,BWTL.PK,2716941,,BWTL
HOOB.PK,436434104,US4364341044,4295913696,HOOB.PK,2205029,,HOOB
ITEX.PK,465647402,US4656474024,4295915895,ITEX.PK,BF5LLT8,,ITEX
PLAG.A,72703U102,US72703U1025,4298008854,PLAG.A,BGK72S4,,PLAG
IBAL.PK,459041109,US4590411090,4295915387,IBAL.PK,2655431,,IBAL
CPAH.OQ,22228P302,US22228P3029,4295899440,CPAH.OQ,BYZ1SG7,,CPAH
ALYE.PK,02260T305,US02260T3059,4296491239,ALYE.PK,BD6J9K4,,ALYE
CLRB.OQ,15117F500,US15117F5008,4295899690,CLRB.OQ,BFMLHQ0,,CLRB
HWEN.PK,43708T101,US43708T1016,4295913691,HWEN.PK,2654007,,HWEN
SEEL.OQ,81577F109,US81577F1093,4295914354,SEEL.OQ,BFYVZ75,,SEEL
FRPC.PK,336153309,US3361533090,4295913462,FRPC.PK,B018Y66,,FRPC
THST.OQ,897871109,US8978711096,5038865123,,,,
IDSA.OQ,456314103,US4563141039,4295913778,IDSA.OQ,2560557,,IDSA
CAW.A,124867102,US1248671026,4295905801,,,,
DRNE.PK,262100209,US2621002094,5042368588,DRNE.PK,BYT5NP9,,DRNE
BICX.PK,09073C205,US09073C2052,4298066052,BICX.PK,BGLSV90,,BICX
ITPC.PK,4.6119E+213,US46119E2090,4296477117,ITPC.PK,B11JGF9,,ITPC
SSY.A,86737U102,US86737U1025,4295904381,SSY.A,2880222,,SSY
ISCO.PK,460378201,US4603782016,4295913915,ISCO.PK,BYVDJP3,,ISCO
AWX.A,05343P109,US05343P1093,4295903497,AWX.A,2255198,,AWX
SMIT.OQ,806870200,US8068702005,4295907876,SMIT.OQ,2206624,,SMIT
MHPC.PK,56469P209,US56469P2092,4295906319,MHPC.PK,BD9MGY3,,MHPC
GLBS.OQ,,MHY272654077,4295896651,GLBS.OQ,BGLT2R8,,GLBS
TSRI.OQ,872885207,US8728852075,4295908109,TSRI.OQ,2892476,,TSRI
TORM.PK,890878309,US8908783090,4295915177,TORM.PK,2429056,,TORM
MICT.OQ,55328R109,US55328R1095,4295913056,MICT.OQ,BZ56Q10,,MICT
TOFB.PK,88906B105,US88906B1052,4295905099,TOFB.PK,2895453,,TOFB
NTN.A,629410606,US6294106066,4295904574,NTN.A,BYZPL93,,NTN
CTIB.OQ,125961300,US1259613008,4295913032,CTIB.OQ,2519441,,CTIB
CSHB.PK,204046106,US2040461061,4295912943,CSHB.PK,2183761,,CSHB
TGC.A,88033R502,US88033R5028,4295912292,TGC.A,BYSWRB5,,TGC
BRN.A,68221100,US0682211000,4295903530,BRN.A,2081508,,BRN
ELRE.PK,98584K202,US98584K2024,4298036287,ELRE.PK,BDCKS15,,ELRE
BDR.A,93698108,US0936981085,4295903575,BDR.A,2069957,,BDR
PW.A,73933H101,US73933H1014,5036891011,PW.A,B77D1Y1,,PW
MYOS.OQ,62857P108,US62857P1084,4297660959,MYOS.OQ,BYY3ZM9,,MYOS
RGLS.OQ,75915K200,US75915K2006,5000117079,RGLS.OQ,BD0BPN1,,RGLS
SAEX.OQ,78636X873,US78636X8737,5030764269,SAEX.OQ,BDZSJK2,,SAEX
ELSE.OQ,285233102,US2852331022,4295906267,ELSE.OQ,2555757,,ELSE
BDCO.PK,95395307,US0953953074,4295912689,BDCO.PK,2130381,,BDCO
TAIT.OQ,874028103,US8740281030,4295908102,TAIT.OQ,2872188,,TAIT
TNXP.OQ,890260508,US8902605083,4297915579,TNXP.OQ,BGSQNM4,,TNXP
CRZY.PK,225233105,US2252331051,4295913005,CRZY.PK,2282583,,CRZY
CNTF.OQ,169424207,US1694242074,4295863879,CNTF.OQ,BD08673,,CNTF
SCKT.OQ,8.3368E+204,US83368E2000,4295914969,SCKT.OQ,2819839,,SCKT
LEDS.OQ,816645204,US8166452040,4297165432,LEDS.OQ,BD8PJL1,,LEDS
DFFN.OQ,253748305,US2537483057,5048984591,DFFN.OQ,BGKBBG7,,DFFN
TIS.A,68572N104,US68572N1046,4295899591,TIS.A^D19,,,
ABIL.OQ,,KYG8789K1242,5046703840,ABIL.OQ,BFN6VL7,,ABIL
ALBY.PK,203634407,US2036344073,4295912935,ALBY.PK,BGDC372,,ALBY
SGBX.OQ,78418A307,US78418A3077,4295912794,SGBX.OQ,BYX7TJ7,,SGBX
FSCR.PK,313819104,US3138191040,4295906433,FSCR.PK,2338969,,FSCR
PSSR.PK,70285Y104,US70285Y1047,4295914170,PSSR.PK,2575540,,PSSR
HIHO.OQ,,VGG4481U1066,4295864088,HIHO.OQ,2542083,,HIHO
TBTC.PK,87336P106,US87336P1066,4295899449,TBTC.PK,2738581,,TBTC
BOSC.OQ,,IL0010828171,4295875254,BOSC.OQ,2717289,,BOSC
OSN.OQ,688410208,US6884102087,5000787172,OSN.OQ,BD81YY7,,OSN
CTRM.OQ,,MHY1146L1092,5063378006,CTRM.OQ,BGK7734,,CTRM
ORPB.PK,686040205,US6860402055,4295899204,ORPB.PK,2761918,,ORPB
VXRT.OQ,92243A200,US92243A2006,4295907233,VXRT.OQ,BYWJD92,,VXRT
NSYS.OQ,656553104,US6565531042,4295907408,NSYS.OQ,2646963,,NSYS
CCFC.PK,14985B105,US14985B1052,4295915658,CCFC.PK,2183028,,CCFC
NDRA.OQ,29273B104,US29273B1044,5052526345,NDRA.OQ,BD3FGC6,,NDRA
STAF.OQ,852387307,US8523873078,5057958116,STAF.OQ,BFFK849,,STAF
ORBN.PK,685795106,US6857951064,4296410554,ORBN.PK,2859620,,ORBN
BIOC.OQ,09072V402,US09072V4023,4296388953,BIOC.OQ,BDD1BM9,,BIOC
SGMA.OQ,82661L101,US82661L1017,4295907918,SGMA.OQ,2807782,,SGMA
CARV.OQ,146875604,US1468756044,4295903658,CARV.OQ,B6S48H8,,CARV
OPGN.OQ,68373L208,US68373L2088,4297026748,OPGN.OQ,BYZLMQ5,,OPGN
LEAT.PK,522132208,US5221322085,4296065255,LEAT.PK,B7LL7F4,,LEAT
TRT.A,896712205,US8967122057,4295912301,TRT.A,2905125,,TRT
LINK.PK,458751302,US4587513023,5050991415,LINK.PK,B7LS960,,LINK
NSYC.PK,637858101,US6378581010,4296386241,NSYC.PK,B02N352,,NSYC
TROV.OQ,897238606,US8972386069,4296438979,TROV.OQ,BJP5XB4,,TROV
TIK.A,879165207,US8791652071,4295915115,TIK.A^C19,,,
ALQA.OQ,00784D103,US00784D1037,5042945577,,BJNPCC0,,ADYX
YTEN.OQ,98585K201,US98585K2015,4295907348,YTEN.OQ,BF43JG8,,YTEN
FCCG.PK,34416Q109,US34416Q1094,4295908480,FCCG.PK,2231251,,FCCG
QBAK.OQ,74758R208,US74758R2085,4295915996,QBAK.OQ,BD2ZZ64,,QBAK
BSTG.PK,09074M202,US09074M2026,5037986815,BSTG.PK,BD05PJ9,,BSTG
CBYAA.PK,203485107,US2034851079,4296977640,CBYAA.PK,2351160,,CBYAA
NVIV.OQ,46186M407,US46186M4078,4298009290,NVIV.OQ,BFXRC40,,NVIV
MYND.OQ,62857N202,US62857N2027,4295902325,MYND.OQ,BZ97976,,MYND
EFOI.OQ,29268T300,US29268T3005,4295906438,EFOI.OQ,BP8VMV4,,EFOI
KOSS.OQ,500692108,US5006921085,4295906937,KOSS.OQ,2496492,,KOSS
TOOD.PK,883672305,US8836723051,4295905078,TOOD.PK,2137393,,TOOD
DTRK.PK,238134209,US2381342094,4295913118,DTRK.PK,BBDRT30,,DTRK
EVGI.PK,30025L101,US30025L1017,4296466455,EVGI.PK,BG0L5N2,,EVGI
BNSO.OQ,98529308,VG0985293088,4295864687,BNSO.OQ,2110510,,BNSO
BNKL.PK,09074A208,US09074A2087,5035709104,BNKL.PK,BGT37S8,,BNKL
MKTY.PK,583538202,US5835382020,4295907107,MKTY.PK,2575056,,MKTY
AEY.OQ,6743306,US0067433062,4295912393,AEY.OQ,2300935,,AEY
LCNTU.PK,546234204,US5462342040,4296334279,LCNTU.PK,2192381,,LCNTU
CSTI.PK,22161J206,US22161J2069,4295913374,CSTI.PK,B7LD448,,CSTI
EMQU.PK,26872J108,US26872J1088,5044340730,EMQU.PK,BZ00RL4,,EMQU
AYTU.OQ,54754700,US0547547002,5046048674,AYTU.OQ,BG0T2D5,,AYTU
BKYI.OQ,09060C309,US09060C3097,4295914862,BKYI.OQ,BYYQC72,,BKYI
PARF.PK,699058103,US6990581034,4295914491,PARF.PK,2655196,,PARF
BRRE.PK,96005301,US0960053017,4295915512,BRRE.PK,BG6NCC0,,BRRE
HMG.A,404232100,US4042321004,4295904109,HMG.A,2438762,,HMG
VVPR.OQ,,GB00BD3VDH82,5051775005,VVPR.OQ,BD3VDH8,,VVPR
CADC.OQ,,KYG212251006,4298008663,CADC.OQ,BHZGTY8,,CADC
SEED.OQ,,VGG678282051,4295863807,SEED.OQ,BDD1BS5,,SEED
CBLI.OQ,185860202,US1858602022,4295910041,CBLI.OQ,BVS8024,,CBLI
LCTC.PK,53220Y207,US53220Y2072,5000848052,LCTC.PK,B65KXG3,,LCTC
PFHO.PK,69439P308,US69439P3082,4295910027,PFHO.PK,BDZ7PV2,,PFHO
EGDW.PK,28027J108,US28027J1088,5040250190,EGDW.PK,BJ4QM11,,EGDW
SCIA.PK,78402S108,US78402S1087,4295901714,SCIA.PK,2862059,,SCIA
LIVE.OQ,538142308,US5381423087,4295915492,LIVE.OQ,BDDW8C1,,LIVE
OPXS.PK,68384X209,US68384X2099,5000010930,OPXS.PK,BYTRT46,,OPXS
FORD.OQ,349862300,US3498623004,4295913512,FORD.OQ,2136408,,FORD
CLRO.OQ,18506U104,US18506U1043,4295913544,CLRO.OQ,B94RJJ1,,CLRO
RHNO.PK,76218Y202,US76218Y2028,5001181743,RHNO.PK,BYY9958,,RHNO
MDSYF.PK,,IL0010824378,4295874971,MDSYF.PK,2204974,,MDSYF
HJLI.OQ,41015N106,US41015N1063,4296310207,HJLI.OQ,BF2RCX0,,HJLI
IKNX.OQ,45172K102,US45172K1025,4295912856,IKNX.OQ,2580878,,IKNX
AMS.A,29595105,US0295951059,4295903354,AMS.A,2029359,,AMS
NAOV.OQ,63008J108,US63008J1088,5037336224,NAOV.OQ,BX1DG66,,NAOV
JOB.A,36165A102,US36165A1025,4295904058,JOB.A,BD95VY7,,JOB
BASI.OQ,09058M103,US09058M1036,4295905723,BASI.OQ,2128740,,BASI
CIBN.PK,203719208,US2037192083,4295912940,CIBN.PK,B0LFWR4,,CIBN
CHEK.OQ,,IL0011336851,4297885220,CHEK.OQ,BVTGHG0,,CHEK
ABLT.PK,24591406,US0245914066,4295903334,ABLT.PK,B7Y48R9,,ABLT
EDRY.OQ,,MHY235081079,5063744219,EDRY.OQ,BDFG1M2,,EDRY
SNBP.PK,86664M206,US86664M2061,5037474215,SNBP.PK,BYX2LP2,,SNBP
ISIG.OQ,45765Y105,US45765Y1055,4295913806,ISIG.OQ,2459666,,ISIG
ACHV.OQ,4468203,US0044682039,4295907955,ACHV.OQ,BG4R8Y8,,ACHV
BLMC.PK,90203100,US0902031006,4296470968,BLMC.PK,2414988,,BLMC
EVOL.OQ,30049R209,US30049R2094,4295906392,EVOL.OQ,2245575,,EVOL
JLMC.PK,4.6621E+105,US46621E1010,4295913969,JLMC.PK,2474205,,JLMC
DSS.A,25614T200,US25614T2006,4295914342,DSS.A,BDGRVP7,,DSS
AMFC.PK,1984103,US0019841032,4295912452,AMFC.PK,2647557,,AMFC
IHT.A,457919108,US4579191085,4295904232,IHT.A,2727965,,IHT
DYNT.OQ,268157401,US2681574016,4295913216,DYNT.OQ,B8GLBY3,,DYNT
ESOA.PK,29271Q103,US29271Q1031,4295902560,ESOA.PK,B1FL1D4,,ESOA
PPSF.PK,712308204,US7123082049,4295907585,PPSF.PK,2437145,,PPSF
MDRR.OQ,58403P105,US58403P1057,5050305666,MDRR.OQ,BHL4797,,MDRR
RAVE.OQ,754198109,US7541981095,5035932655,RAVE.OQ,BV9HFC5,,RAVE
MYT.OQ,,VGG9396G1000,5037358465,MYT.OQ,BJFFL43,,MYT
SGLB.OQ,826598302,US8265983028,4296405081,SGLB.OQ,BYWPNL2,,SGLB
OPST.PK,671003101,US6710031013,4295914450,OPST.PK,2421223,,OPST
CNBA.PK,164903106,US1649031069,4295905932,CNBA.PK,2483353,,CNBA
MRGO.PK,566605101,PR5666051015,4295914114,MRGO.PK,2546029,,MRGO
LYL.OQ,,KYG283651076,5052536610,LYL.OQ,BF2YWH5,,LYL
PEYE.PK,740294301,US7402943010,4295914587,PEYE.PK,2332972,,PEYE
SIF.A,826546103,US8265461033,4295904917,SIF.A,2807500,,SIF
UNTN.PK,91307P202,US91307P2020,4295915258,UNTN.PK,2494203,,UNTN
SPI.OQ,,KYG8651P1101,5045945605,SPI.OQ,BD1X9X4,,SPI
DYSL.OQ,268102100,US2681021000,4295902867,DYSL.OQ,2634742,,DYSL
SSNT.OQ,82846H207,US82846H2076,4295900031,SSNT.OQ,BVVJ9T4,,SSNT
ZMTP.PK,98978K107,US98978K1079,5000610919,ZMTP.PK,B4VJT51,,ZMTP
WMSI.PK,969493204,US9694932040,4295908476,WMSI.PK,2967341,,WMSI
RAND.OQ,752185108,US7521851086,4295899246,RAND.OQ,2722959,,RAND
IZEA.OQ,46604H105,US46604H1059,5001209907,IZEA.OQ,BYZLX40,,IZEA
NEON.OQ,64051M709,US64051M7092,4298052414,NEON.OQ,BFFJPG7,,NEON
ACY.A,7737109,US0077371096,4295903279,ACY.A,2291158,,ACY
GEMP.OQ,36870A108,US36870A1088,5045853684,GEMP.OQ,BD6P5P9,,GEMP
TDCB.PK,884120106,US8841201069,4295899590,TDCB.PK,B01RHW0,,TDCB
BGI.A,09088U109,CA09088U1093,4298010107,BGI.A,BF321T3,,BGI
FAHLF.PK,31861A209,CA31861A2092,4295862726,FAHLF.PK,BDS6BQ3,,FAHLF
LPBC.PK,534545108,US5345451083,4295899633,LPBC.PK,B0574R0,,LPBC
CCNI.OQ,200497204,US2004972046,4295906300,CCNI.OQ,BFF5PW1,,CCNI
ONVC.PK,6.8275E+108,US68275E1047,4295907451,ONVC.PK,2852674,,ONVC
ONTX.OQ,68232V405,US68232V4059,4296964002,ONTX.OQ,BD9MK29,,ONTX
